Small Unit Installation Postcode,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW
3352,10,39.75,11,67.63,10,36.735,10,36.07,0,0
3353,1,4,0,0,0,0,0,0,0,0
3355,3,12.5,6,20.165,4,63.75,3,13.25,0,0
3356,5,14.33,6,25.25,8,27.04,4,18.05,0,0
3357,2,7.5,4,11.5,3,10,3,13,0,0
3360,2,5,0,0,0,0,0,0,0,0
3361,0,0,0,0,0,0,0,0,0,0
3363,1,5,0,0,2,5.47,3,8,0,0
3364,3,12,2,8,3,13.58,1,3,0,0
3370,1,5,0,0,1,4.5,0,0,0,0
3371,0,0,0,0,1,2.25,0,0,0,0
3373,2,22.5,1,2,2,10,2,8,0,0
3374,2,6.37,0,0,1,3.5,0,0,0,0
3375,0,0,0,0,0,0,0,0,0,0
3377,1,3,3,8.28,9,34.5,5,23,0,0
3378,0,0,0,0,0,0,0,0,0,0
3379,0,0,2,8,0,0,0,0,0,0
3380,1,4.16,1,3,2,12.86,1,6,0,0
3381,1,0.78,0,0,0,0,1,2,0,0
3384,1,7,1,3,1,5,0,0,0,0
3385,0,0,0,0,0,0,0,0,0,0
3387,0,0,0,0,0,0,0,0,0,0
3388,0,0,0,0,2,6,0,0,0,0
3390,0,0,0,0,3,12.4,0,0,0,0
3391,0,0,0,0,0,0,0,0,0,0
3392,0,0,0,0,0,0,0,0,0,0
3393,1,5,3,9.6,0,0,0,0,0,0
3395,0,0,0,0,0,0,0,0,0,0
3396,1,5.5,1,2.75,0,0,0,0,0,0
3400,9,34.62,9,92.41,9,37.25,3,10.64,0,0
3401,1,8,3,10.75,2,10,2,7.8,0,0
3402,0,0,0,0,1,26,0,0,0,0
3407,0,0,0,0,0,0,0,0,0,0
3409,2,8,1,3,0,0,0,0,0,0
3412,0,0,0,0,0,0,0,0,0,0
3413,0,0,0,0,0,0,0,0,0,0
3414,0,0,2,7.5,0,0,0,0,0,0
3418,0,0,1,3,1,5,1,5.4,0,0
3419,0,0,2,5,0,0,0,0,0,0
3420,0,0,0,0,0,0,0,0,0,0
3423,0,0,0,0,0,0,0,0,0,0
3424,1,3,0,0,0,0,1,2,0,0
3427,3,11,4,16.5,2,5,0,0,0,0
3428,0,0,1,5,0,0,1,10,0,0
3429,23,70.635,30,123.42,28,95.535,10,42.2,3,14.16
3430,0,0,0,0,1,1.96,0,0,0,0
3431,6,34.11,4,20,1,2.295,3,12.055,0,0
3432,1,5,1,5,0,0,0,0,1,5
3433,0,0,1,3,0,0,0,0,1,3
3434,8,36,3,10.6,1,3,4,16.32,1,3.5
3435,1,4,3,16.4,2,7,1,5,0,0
3437,5,21.75,5,25.5,8,35.97,3,12.5,0,0
3438,3,9.75,2,7,6,20.1,0,0,0,0
3440,0,0,0,0,0,0,0,0,0,0
3441,0,0,2,8,1,4.27,1,2.616,0,0
3442,7,34.69,0,0,3,13.5,4,17.655,0,0
3444,3,8.75,5,14.88,2,55.5,3,10.09,0,0
3446,0,0,0,0,1,2.8,0,0,0,0
3447,0,0,0,0,1,5,1,2.8,0,0
3448,0,0,1,5,1,3,3,10,0,0
3450,2,4.96,9,29.175,5,19.76,4,17.4,1,1.645
3451,2,3.5,2,5.82,8,26.23,2,6,1,2.25
3453,2,10,1,1.5,1,5,2,14.9,0,0
3458,1,3,1,5,0,0,0,0,1,5
3460,2,6.795,0,0,3,10.115,0,0,0,0
3461,3,10.05,5,16.28,6,25.71,0,0,0,0
3462,1,3.5,0,0,1,4.5,0,0,0,0
3463,4,14.5,7,22.845,6,17.211,7,24.798,0,0
3464,0,0,4,11.6,0,0,0,0,0,0
3465,2,8,9,30.5,12,43.07,4,12.762,0,0
3467,2,2.78,0,0,0,0,0,0,0,0
3468,0,0,0,0,0,0,0,0,0,0
3469,0,0,1,3,0,0,0,0,0,0
3472,8,26.5,6,23.81,5,19,1,10,1,1.23
3475,0,0,1,5,0,0,0,0,0,0
3477,1,4,0,0,2,7,0,0,0,0
3478,0,0,1,3,1,2.94,0,0,0,0
3480,1,4,0,0,3,10,3,10.82,0,0
3482,0,0,0,0,0,0,0,0,0,0
3483,2,8,3,12.27,1,5,0,0,0,0
3485,0,0,0,0,1,3,0,0,0,0
3487,2,10,0,0,0,0,0,0,0,0
3488,0,0,0,0,0,0,0,0,0,0
3489,0,0,0,0,0,0,0,0,0,0
3490,0,0,3,16,0,0,0,0,0,0
3491,0,0,0,0,0,0,0,0,0,0
3494,0,0,0,0,1,4,0,0,0,0
3496,6,25.29,3,39,5,25,1,4,0,0
3498,1,5,2,13.25,5,29.62,1,5,0,0
3500,7,94.36,14,89.5,21,170.216,9,69.5,0,0
3501,1,5,2,9.37,2,20,1,4,0,0
3502,0,0,1,3,0,0,0,0,0,0
3505,3,14.11,1,5,4,11.75,0,0,0,0
3507,0,0,0,0,0,0,0,0,0,0
3509,0,0,0,0,0,0,0,0,0,0
3512,0,0,0,0,0,0,0,0,0,0
3515,0,0,1,5,2,6,4,18,0,0
3516,0,0,1,5,1,4.08,0,0,0,0
3517,0,0,4,14.1,0,0,0,0,1,4.95
3518,0,0,1,5.1,4,17.145,0,0,0,0
3520,0,0,0,0,0,0,0,0,0,0
3521,1,3,0,0,2,6.25,0,0,0,0
3522,0,0,0,0,0,0,0,0,0,0
3523,2,9.93,4,18.665,3,11.165,4,12.424,0,0
3525,0,0,0,0,7,28.115,3,8.82,1,4.7
3527,1,2.8,2,8.08,0,0,0,0,0,0
3529,0,0,0,0,0,0,0,0,0,0
3530,0,0,0,0,0,0,0,0,0,0
3531,0,0,1,3.05,0,0,0,0,0,0
3533,0,0,1,17.9,0,0,0,0,0,0
3537,0,0,4,7.5,1,4.905,2,7.055,1,5
3540,0,0,0,0,0,0,0,0,0,0
3542,0,0,0,0,0,0,0,0,0,0
3544,0,0,2,8,0,0,0,0,0,0
3546,0,0,0,0,2,6.5,0,0,0,0
3549,2,9.8,0,0,2,6,1,2,0,0
3550,15,63.5,29,139.715,22,124.441,11,36.322,4,15.67
3551,19,74.94,24,91.11,22,83.377,19,73.76,4,12.54
3552,0,0,0,0,0,0,0,0,0,0
3554,0,0,0,0,0,0,0,0,0,0
3555,6,24.87,18,59.45,9,33.22,6,20.77,4,13.559
3556,10,31.66,6,17.806,12,38.035,7,51.95,1,2
3557,0,0,1,5,1,4.9,1,3,0,0
3558,1,4.935,3,7.5,1,2,0,0,0,0
3559,0,0,1,9,0,0,0,0,0,0
3561,12,57,4,13.5,2,7,2,6.15,0,0
3562,0,0,1,5,0,0,0,0,0,0
3563,0,0,0,0,0,0,0,0,0,0
3564,23,97,17,67.455,13,57,6,59.424,2,6.25
3565,0,0,0,0,0,0,0,0,0,0
3566,0,0,1,5,0,0,1,4.94,0,0
3567,0,0,0,0,0,0,0,0,0,0
3568,2,7,3,16,2,7,0,0,1,3
3570,0,0,0,0,0,0,3,8,0,0
3571,0,0,0,0,0,0,0,0,0,0
3572,2,8,0,0,0,0,0,0,0,0
3573,0,0,1,1.53,0,0,0,0,0,0
3575,1,5,1,5,1,4,1,3,0,0
3576,0,0,0,0,0,0,0,0,0,0
3579,1,4.4,2,7,0,0,0,0,0,0
3580,0,0,1,4,1,3,1,4.08,0,0
3581,0,0,0,0,0,0,0,0,0,0
3583,0,0,0,0,0,0,0,0,0,0
3584,0,0,0,0,0,0,0,0,0,0
3585,5,95,3,31,5,22,2,6.055,0,0
3586,0,0,0,0,0,0,0,0,0,0
3588,0,0,0,0,0,0,0,0,0,0
3589,0,0,0,0,0,0,0,0,0,0
3590,0,0,0,0,0,0,0,0,0,0
3591,0,0,0,0,0,0,1,5,0,0
3594,1,5,0,0,0,0,0,0,0,0
3595,1,5,0,0,0,0,0,0,0,0
3596,0,0,0,0,0,0,1,9.5,0,0
3597,0,0,0,0,0,0,0,0,0,0
3599,0,0,0,0,0,0,0,0,0,0
3607,0,0,0,0,0,0,0,0,0,0
3608,2,8,1,4,9,38.44,4,15.92,0,0
3610,1,3,0,0,2,6.5,0,0,1,3
3612,2,6.8,1,2,3,10.94,0,0,0,0
3614,0,0,1,4,1,5.1,1,5,0,0
3616,1,1.52,12,50.95,4,12.59,5,16.5,0,0
3617,0,0,1,3,0,0,0,0,0,0
3618,0,0,0,0,0,0,0,0,0,0
3619,0,0,0,0,0,0,0,0,1,4.5
3620,3,13,7,24.56,6,21.865,3,9,0,0
3621,0,0,3,9,3,11.61,1,1.88,0,0
3622,1,5,0,0,0,0,0,0,0,0
3623,0,0,1,2,2,6,1,3,0,0
3624,3,15,1,2.94,1,3,1,3,0,0
3629,2,5,11,45.02,5,21,3,9.88,0,0
3630,12,53.55,17,58.02,14,54.69,9,26.995,5,21
3631,3,20.5,9,45.12,9,38.22,4,11,0,0
3632,0,0,0,0,0,0,0,0,0,0
3633,1,5,0,0,2,7,1,5,0,0
3634,0,0,1,5,3,9.5,3,7.5,0,0
3635,0,0,0,0,0,0,0,0,0,0
3636,4,21,6,34.54,6,50.15,2,25,0,0
3637,0,0,1,5,0,0,2,6.975,0,0
3638,0,0,1,6,3,11.02,1,2,1,4
3639,1,2,0,0,0,0,0,0,0,0
3640,1,4,0,0,0,0,0,0,0,0
3641,0,0,1,5,0,0,4,14,0,0
3643,0,0,0,0,0,0,0,0,0,0
3644,6,39.895,11,56,10,91.05,3,14,2,8
3646,3,13,0,0,1,5,0,0,0,0
3647,0,0,0,0,0,0,0,0,0,0
3649,0,0,1,5,0,0,0,0,0,0
3658,8,28.09,6,17.94,5,23.93,4,13.5,0,0
3659,1,4.5,4,15.1,1,3,0,0,0,0
3660,7,29.57,10,32.2,12,42.615,7,24,0,0
3661,0,0,0,0,0,0,0,0,0,0
3662,0,0,0,0,0,0,0,0,0,0
3663,0,0,0,0,0,0,0,0,0,0
3664,2,5.5,1,4,0,0,1,4.41,0,0
3665,1,5,0,0,0,0,0,0,0,0
3666,6,23.09,9,26.5,12,39.08,4,10.5,1,3.72
3669,1,3,0,0,1,5,0,0,0,0
3670,0,0,1,4.5,0,0,0,0,0,0
3671,0,0,2,5.08,2,8.005,1,4.16,0,0
3672,7,25.91,15,51.28,16,63.21,5,18.86,0,0
3673,3,11.62,1,4.16,3,12.64,1,3.12,0,0
3675,0,0,4,12.39,2,26.91,4,10.66,0,0
3676,0,0,0,0,2,6,0,0,0,0
3677,2,7,15,111.15,15,42.45,8,27.505,1,4.34
3678,2,19.32,4,16,6,23.9,3,12.92,2,8
3682,1,3,0,0,1,2.5,0,0,0,0
3683,2,8,1,2.55,3,8.91,2,11.82,0,0
3685,2,7.5,3,7.5,0,0,5,13.06,0,0
3687,1,4,1,2,2,4.5,0,0,0,0
3688,2,6.25,0,0,1,3,2,7.56,0,0
3689,0,0,1,1.83,1,2,0,0,0,0
3690,13,56.615,24,90.44,25,86.475,8,31.25,1,3
3691,9,31,9,42.62,16,61.12,15,87,1,3.5
3694,0,0,0,0,0,0,0,0,0,0
3695,0,0,0,0,1,3.25,5,17.5,0,0
3697,0,0,0,0,1,4.5,5,21.79,0,0
3698,0,0,1,4.27,1,3,1,4.5,0,0
3699,0,0,1,10.2,0,0,2,7,1,10
3700,1,4,2,8.14,1,4.59,5,16.5,2,9
3701,2,6.6,1,3.05,0,0,0,0,0,0
3704,0,0,0,0,0,0,0,0,0,0
3705,0,0,0,0,1,2.5,0,0,0,0
3707,0,0,0,0,5,19,4,23,0,0
3708,0,0,0,0,1,3.5,0,0,0,0
3709,0,0,1,3,1,4.5,0,0,0,0
3711,3,12.3,0,0,1,1.56,0,0,0,0
3712,2,44.8,0,0,0,0,1,4.5,0,0
3713,2,7.5,3,10.59,2,6,0,0,0,0
3714,2,7,5,45.5,11,38.72,1,4.5,0,0
3715,0,0,0,0,0,0,0,0,0,0
3717,2,6.4,4,15.4,2,8.74,4,15.5,1,2
3718,0,0,0,0,0,0,0,0,0,0
3719,0,0,0,0,1,4.6,1,4.5,0,0
3720,0,0,1,3,0,0,2,8,0,0
3722,9,34.69,1,2,7,32.12,5,16.14,0,0
3723,3,9.76,6,26.68,2,7.56,3,10.5,0,0
3724,0,0,0,0,0,0,0,0,0,0
3725,1,3.06,1,4.5,1,4,0,0,0,0
3726,1,3,0,0,0,0,0,0,0,0
3727,0,0,1,4.5,0,0,0,0,0,0
3728,1,3,2,8,0,0,0,0,0,0
3730,4,12,10,36,14,55.14,8,29.665,0,0
3732,0,0,3,8,0,0,0,0,0,0
3733,0,0,0,0,0,0,0,0,0,0
3735,2,8.985,0,0,1,3,1,4.59,0,0
3736,0,0,0,0,0,0,0,0,0,0
3737,1,3,9,37.02,6,21.08,4,11.5,2,5.5
3738,0,0,0,0,0,0,0,0,0,0
3739,0,0,0,0,1,4.5,0,0,0,0
3740,1,2,1,3,0,0,1,4.5,0,0
3741,2,7.5,1,1.5,3,6,4,14.5,0,0
3744,1,1.95,0,0,1,2.295,0,0,0,0
3746,1,4,1,3,0,0,0,0,0,0
3747,2,7.5,2,8.5,13,37,7,25.37,2,5
3749,4,15.5,1,1.82,2,7.88,1,4.5,0,0
3750,2,8,6,22,3,10.5,4,14.645,0,0
3751,0,0,0,0,0,0,0,0,0,0
3752,10,34.5,30,113.215,25,83.145,8,30.5,2,13
3753,1,4,0,0,3,10.5,2,7.5,0,0
3754,45,159.803,31,112.22,25,95,17,72.2,2,8
3755,0,0,0,0,0,0,0,0,0,0
3756,19,64,8,32.05,8,45,11,44.62,0,0
3757,8,28.75,13,47.5,7,27.4,13,48,3,9.62
3758,5,17.35,0,0,3,14,1,4.5,0,0
3759,0,0,1,4,0,0,1,4.5,0,0
3760,1,4.25,0,0,1,3.5,0,0,0,0
3761,1,3.5,2,4.61,0,0,0,0,0,0
3762,0,0,0,0,0,0,1,4,0,0
3763,0,0,1,4.5,1,3,1,3,0,0
3764,11,37.95,8,34.3,2,9.57,6,20,1,3.75
3765,3,12.5,6,23,3,11,3,10,0,0
3766,1,3.05,1,4,2,6.12,0,0,0,0
3767,0,0,0,0,1,4.5,1,3,0,0
3770,2,7.5,10,59.4,4,26.16,2,5,1,1.5
3775,4,10.1,2,5,3,9,1,3,0,0
3777,6,18.97,12,46.515,9,35.23,3,11.51,0,0
3778,0,0,1,5,0,0,0,0,0,0
3779,0,0,3,16.5,2,18,0,0,0,0
3781,1,3.5,5,17,1,4.5,1,4.5,0,0
3782,5,15.25,4,17,2,8.5,3,9.93,0,0
3783,0,0,2,9,3,13.74,1,3.43,0,0
3786,1,10,1,5,0,0,0,0,0,0
3787,0,0,0,0,0,0,0,0,0,0
3788,1,2.75,1,5,1,3.185,0,0,0,0
3789,1,3,0,0,1,2.115,0,0,0,0
3791,2,5,2,4,0,0,0,0,0,0
3792,1,3,0,0,0,0,0,0,0,0
3793,1,3,3,11.52,2,8.18,1,1.96,0,0
3795,3,19,0,0,1,5,2,7.5,0,0
3796,3,9,4,16.5,8,31.5,3,7.62,1,2.5
3797,3,13,4,15,7,24.675,2,6,0,0
3799,1,4.5,7,34.25,3,9.82,5,18.93,0,0
3802,11,41.75,13,55,14,53.5,9,37.75,0,0
3803,9,26.15,5,16.83,2,6,3,91.5,0,0
3804,6,25.04,5,29.035,9,36,4,18.5,1,5
3805,36,132.51,37,136.34,38,135.8,27,116.86,5,23.18
3806,27,108.07,33,145.75,31,124.63,9,33.625,7,22.5
3807,3,10.75,7,26.135,2,8.59,3,10,0,0
3808,1,3,2,5.5,1,5,0,0,0,0
3809,4,12,5,30.18,4,73.38,1,3,1,2
3810,26,89.05,26,85.43,22,102.17,22,184.72,5,19.5
3812,1,4.5,3,14,1,3,1,4.5,0,0
3813,1,3.6,0,0,1,3,1,3.5,0,0
3814,2,9.4,2,8.2,3,17.14,2,6.62,0,0
3815,0,0,5,18.5,1,4.5,0,0,0,0
3816,6,16.33,0,0,2,8,4,18.08,1,3
3818,11,32.3,11,55.668,14,50.25,6,21,3,11.09
3820,13,48.775,9,28.1,12,44.325,8,18.61,1,3
3821,2,6.5,1,4.575,1,4.5,3,16,0,0
3822,1,5,1,3,2,7,0,0,0,0
3823,4,14.71,1,4,0,0,1,3,2,7.7
3824,2,12.93,3,13,6,22.32,3,10.62,0,0
3825,10,34,21,97.91,25,85.955,14,50.75,0,0
3831,1,4.5,3,26,3,11,1,4.5,0,0
3832,0,0,0,0,0,0,1,6,0,0
3833,0,0,0,0,0,0,0,0,0,0
3835,0,0,0,0,0,0,0,0,0,0
3840,5,18.33,11,45.5,9,33.57,8,96.09,1,4
3842,0,0,5,10.66,1,3,3,9.5,0,0
3844,8,30.2,10,36.39,24,114.91,16,90.89,0,0
3847,1,1.75,4,11.56,2,8.5,0,0,0,0
3850,6,48,7,69.16,8,33.93,0,0,0,0
3851,3,10.5,9,38.18,9,22.16,5,15.81,0,0
3853,0,0,0,0,0,0,0,0,0,0
3854,0,0,2,13,0,0,0,0,0,0
3856,1,4.5,0,0,2,9,0,0,0,0
3857,0,0,1,3.5,0,0,0,0,0,0
3858,0,0,4,19.25,3,13.5,1,5,0,0
3859,0,0,1,8.16,0,0,1,2.43,0,0
3860,4,12.38,1,4.06,6,16.56,4,13.5,0,0
3862,3,12.5,3,12.5,1,4,1,3,0,0
3864,0,0,0,0,0,0,0,0,0,0
3865,0,0,2,6,1,3,0,0,0,0
3869,1,6.1,4,18.5,1,4.5,2,9,0,0
3870,2,7.5,2,6.12,0,0,0,0,0,0
3871,2,7.5,2,8.5,1,4.5,1,3.675,0,0
3873,0,0,1,4,1,4.5,0,0,0,0
3874,0,0,2,7.5,0,0,1,3,1,4.5
3875,12,47.6,19,51.51,10,54.69,14,56.36,5,19.5
3878,2,7.2,1,3,4,13.59,1,4.5,1,4.5
3880,3,9,5,15.06,2,4.04,3,10.5,1,3
3882,0,0,0,0,1,3.57,1,4.5,0,0
3885,2,6,0,0,1,1.88,4,13,0,0
3886,1,4.5,1,3.57,0,0,0,0,0,0
3887,0,0,2,7.5,2,6.56,0,0,0,0
3888,3,6.88,2,6.5,6,44.25,2,6,0,0
3889,0,0,0,0,0,0,0,0,0,0
3890,0,0,1,4.59,0,0,0,0,0,0
3891,1,2,0,0,1,4.5,0,0,0,0
3892,6,23.5,3,12.09,3,11,0,0,0,0
3895,0,0,0,0,0,0,0,0,0,0
3896,0,0,3,28.47,1,3,0,0,0,0
3898,0,0,0,0,0,0,1,4.5,1,6
3900,0,0,0,0,0,0,0,0,0,0
3902,1,5,0,0,0,0,0,0,0,0
3903,2,9,1,29,1,2,0,0,0,0
3904,2,9,2,8.16,6,16.62,0,0,0,0
3909,2,5.7,8,38.25,1,4,9,34.62,3,13.5
3910,14,64,12,46.26,18,67.86,5,23,3,12
3911,2,9.75,3,14.92,5,31.1,3,9,0,0
3912,2,5.15,13,60.95,6,36.68,7,31.5,3,11.1
3913,3,8,2,8.05,4,17,1,6,0,0
3915,1,5,9,28.5,7,27.12,1,3,1,3
3916,1,4,0,0,2,8,1,5.5,0,0
3918,1,5,5,24.1,3,13,0,0,0,0
3919,3,8.13,2,4.5,4,16,5,20.2,0,0
3921,0,0,0,0,1,0.8,0,0,0,0
3922,7,24.5,5,21.16,10,39.21,6,19.5,2,8
3923,1,5,0,0,0,0,0,0,0,0
3925,8,28.23,3,11.75,2,8.08,2,8,0,0
3926,2,7,1,2.5,2,7.199,0,0,1,10.8
3927,1,5,0,0,0,0,1,4,0,0
3928,2,30,0,0,0,0,1,3.5,0,0
3929,1,3,4,11.95,1,5,1,13.5,0,0
3930,5,18.69,15,71.09,8,41.99,4,20.8,1,5
3931,12,41.55,15,60.12,10,45.4,17,56.33,1,1.82
3933,2,13,0,0,1,9.2,1,12.5,0,0
3934,5,17.91,9,29.83,11,47.5,4,20,0,0
3936,11,46.17,6,22.27,7,32.56,3,12,0,0
3937,2,6.12,1,4.5,2,8,2,13,0,0
3938,1,1.5,3,8,1,2,1,2,0,0
3939,13,36.62,11,49.17,2,7,5,14.72,2,7
3940,1,3,6,17.1,3,8.5,0,0,0,0
3941,6,19.06,10,33.225,12,47.87,4,20,0,0
3942,4,18.25,3,11.12,5,17,1,6,0,0
3943,3,8.5,3,11,4,24.44,0,0,0,0
3944,1,4,1,10,1,2.75,1,2,0,0
3945,1,3.5,1,3,1,4.6,1,3,0,0
3946,0,0,0,0,1,4.5,0,0,0,0
3950,2,7.5,3,12.078,4,15.5,5,17,0,0
3951,1,4.5,2,8.5,1,3,0,0,0,0
3953,1,3,2,9,6,23.67,4,17.68,0,0
3954,0,0,0,0,0,0,1,5,0,0
3956,9,30.2,4,17.81,2,7,3,7.84,0,0
3957,0,0,0,0,0,0,0,0,0,0
3958,0,0,0,0,0,0,0,0,0,0
3959,1,4,2,7,0,0,3,10.5,1,4
3960,1,3,5,17,6,21.5,4,13.5,0,0
3962,1,3,0,0,2,9,0,0,0,0
3964,1,3.12,0,0,0,0,0,0,0,0
3965,0,0,0,0,0,0,1,4,0,0
3966,0,0,0,0,2,8.985,0,0,0,0
3967,0,0,0,0,1,2,0,0,0,0
3971,0,0,6,24.24,8,25,4,15.5,0,0
3975,15,59.5,13,46.38,12,49.66,5,23.5,1,5
3976,18,62,23,93.65,17,64.9,10,35.7,2,8.59
3977,51,230.065,63,251.985,62,243.33,37,131.44,11,40.4
3978,6,110.985,5,18.5,5,54.25,6,17.25,6,20.12
3979,0,0,2,11,0,0,0,0,0,0
3980,2,8.16,4,16.5,4,20.24,2,9,0,0
3981,3,12,7,30.88,6,28.88,3,13,0,0
3984,5,17.8,8,30,11,41.025,1,4,2,8
3987,3,8.5,1,2,2,7.578,2,6.5,1,4
3988,0,0,3,11.12,1,10,0,0,0,0
3990,0,0,0,0,0,0,0,0,0,0
3991,3,11.5,3,13,0,0,0,0,0,0
3992,1,4.5,3,8.45,2,9,1,2.5,0,0
3995,3,14,6,23.5,4,12.58,8,31.72,1,2.5
3996,3,19.5,6,33.25,5,14.34,5,18.5,3,11
4000,2,8.2,1,2.75,1,1,0,0,1,2.25
4001,0,0,0,0,0,0,0,0,0,0
4002,0,0,0,0,0,0,0,0,0,0
4004,0,0,0,0,0,0,0,0,0,0
4005,1,4,1,4.5,1,4.9,1,5.2,0,0
4006,0,0,1,0.43,4,52.405,2,12,0,0
4007,3,12.18,3,16,3,38,1,4.935,0,0
4008,0,0,0,0,1,20.25,0,0,0,0
4009,0,0,2,109,0,0,0,0,0,0
4010,0,0,1,1.6,1,1.56,2,7,1,10.4
4011,5,22.59,7,28.8,12,38.615,7,31.365,1,3
4012,6,30.57,12,46.31,19,79.31,11,46.99,4,15.68
4013,6,22.25,6,21.125,2,12,3,8.8,0,0
4014,8,30.34,12,39.505,15,65.16,13,49.302,6,24
4017,38,132.42,63,243.685,45,181.115,41,179.335,12,43.545
4018,9,36.09,5,13.5,11,44.79,13,51.8,3,10.5
4019,28,111.43,25,106.75,28,112.05,28,100.54,2,4.5
4020,9,24.88,30,124.73,22,85.279,27,116.34,7,31.16
4021,23,104.255,22,85.1,23,94.055,17,74.28,6,17.7
4022,9,37,22,67.85,23,68.1,3,12.75,2,6.75
4025,4,9.15,5,10.75,1,0.6,1,1.5,0,0
4030,5,16.5,5,26,7,28.87,5,25.13,1,5
4031,8,32.595,3,12.2,9,81.881,5,22.16,0,0
4032,5,18.6,7,27.25,3,12.5,6,18.62,4,18.155
4034,24,98.49,50,187.92,48,175.39,44,194.47,10,38.87
4035,25,106.215,31,115.83,44,187.53,31,140.33,9,42.9
4036,5,23.5,8,33.09,11,36.28,11,47.23,2,10.1
4037,7,34.58,14,52.75,14,63.67,8,37.55,3,15.33
4051,11,64.01,11,50.78,14,55.3,11,45.98,5,21.5
4053,36,142.965,37,150.77,44,187.21,34,154.59,7,30.505
4054,14,47.815,22,91.23,9,38.1,8,26.64,4,14.5
4055,22,94.6,29,113.755,42,172.36,16,65.745,3,12
4059,2,3.03,3,14.7,3,11.12,2,6.6,2,5.5
4060,6,23,7,26.37,5,23.16,3,13.72,2,9
4061,8,39.38,29,130.195,15,66.22,16,70.215,8,39.93
4062,0,0,0,0,0,0,0,0,0,0
4063,0,0,0,0,0,0,0,0,0,0
4064,6,35.27,2,6.16,7,46.1,4,12.94,1,4.75
4065,2,5.1,6,24.78,5,20.5,3,13.865,1,5
4066,3,8.9,7,27.325,4,18.5,3,15,0,0
4067,2,11,1,18,0,0,1,3.5,2,3
4068,7,28.75,5,20.5,9,36.7,11,36.43,3,11.6
4069,25,102.23,29,122.93,30,130.83,33,151.21,7,28.325
4070,17,60.215,21,88.51,21,87.823,17,92.07,2,8.12
4073,14,58.095,11,40.02,23,113.14,10,52.73,11,45.57
4074,26,103.62,30,127.05,25,108.05,39,183.275,10,41.14
4075,17,72.42,11,36.806,18,81.83,18,72.465,6,25.515
4076,3,6.75,6,20.06,5,23.5,7,29.07,3,13
4077,26,119.815,29,90.04,34,136.285,30,133.575,7,30.17
4078,31,114.69,33,119.305,28,107.49,27,119.49,11,33.625
4101,5,15.5,2,7,3,11.2,2,8,2,8
4102,2,11,4,14.715,2,8.57,1,14,2,9
4103,6,22.81,4,14.84,9,24.65,4,12.57,1,4
4104,1,5,3,9.5,2,9.5,2,9.36,1,3
4105,5,18.215,14,59.735,7,29,4,21,2,7.25
4106,0,0,1,2,1,3.75,1,20,0,0
4107,1,5,3,14,8,29.86,4,14,2,6
4108,8,41.17,8,22.475,4,20,2,13.07,1,3.5
4109,42,178.73,47,211.28,35,129.3,33,140.207,10,38.75
4110,6,39.84,12,59,16,133.285,19,96.35,0,0
4111,1,2,2,5.25,1,5,1,2.115,1,2
4112,11,49.22,6,25.56,8,33.7,6,24.75,2,8.5
4113,31,156.66,34,139.85,30,132.09,22,104.03,7,34.365
4114,10,29.015,21,67.455,21,120.255,16,61.02,1,5
4115,22,104.72,34,156.96,37,164.155,27,120.555,6,24.39
4116,30,133.89,28,113.474,24,107.81,27,115.31,5,16.06
4117,2,5.92,2,6,4,22.5,2,7.17,0,0
4118,39,170.105,43,156.965,38,150.935,33,140.33,10,37.07
4119,9,38.54,9,33.88,10,58.75,4,17.66,0,0
4120,2,10.7,4,13.5,4,13,2,7,0,0
4121,18,65.255,23,87.5,14,65.92,17,74.645,8,36.56
4122,39,145.45,52,242.845,36,144.7,31,138.555,6,23.91
4123,26,75.43,32,133.395,23,96.12,20,77.615,7,26.1
4124,30,131,37,155.995,28,109.021,20,86.235,7,32
4125,14,58.66,7,30.1,21,99.67,12,54.82,2,8.5
4127,22,80.795,24,103.89,29,124.42,26,124.14,11,41.9
4128,17,68.24,20,92.625,15,59.595,23,109.905,4,18.5
4129,9,47.49,11,42.87,6,26.14,8,27,0,0
4130,12,48.545,7,29.25,10,39.2,12,55.445,1,4.72
4131,12,55.14,8,30.9,9,34.235,6,23,3,16.5
4132,19,69.92,33,137.02,38,172.135,19,75.055,8,26.33
4133,18,68.57,24,109.88,14,51.755,10,34.765,7,36.35
4151,5,20.87,7,34.59,7,26.61,5,24.61,3,14
4152,46,157.275,39,159.65,31,142.22,23,90.765,8,28.77
4153,5,24.3,7,35.06,7,32,3,19.55,2,7.5
4154,9,34.46,12,55.75,15,69.8,8,39.18,4,19.71
4155,1,0.25,3,15.5,0,0,0,0,1,5
4156,2,8.5,7,36.34,9,31.38,5,25.52,0,0
4157,25,84.53,17,69.66,29,101.34,22,103.81,5,23
4158,3,6.585,1,1.68,2,6.88,1,3,0,0
4159,17,56.015,16,67.98,25,97.015,15,63.865,4,18.5
4160,24,112.542,35,129.255,24,88.88,14,49.095,6,24.065
4161,30,96.31,22,88.745,31,118.325,19,78.19,6,29.08
