"Small.Unit.Installation.Postcode","Jan.2013...Installations.Quantity","Jan.2013...SGU.Rated.Output.In.kW","Feb.2013...Installations.Quantity","Feb.2013...SGU.Rated.Output.In.kW","Mar.2013...Installations.Quantity","Mar.2013...SGU.Rated.Output.In.kW","Apr.2013...Installations.Quantity","Apr.2013...SGU.Rated.Output.In.kW","May.2013...Installations.Quantity","May.2013...SGU.Rated.Output.In.kW","Jun.2013...Installations.Quantity","Jun.2013...SGU.Rated.Output.In.kW","Jul.2013...Installations.Quantity","Jul.2013...SGU.Rated.Output.In.kW","Aug.2013...Installations.Quantity","Aug.2013...SGU.Rated.Output.In.kW","Sep.2013...Installations.Quantity","Sep.2013...SGU.Rated.Output.In.kW","Oct.2013...Installations.Quantity","Oct.2013...SGU.Rated.Output.In.kW","Nov.2013...Installations.Quantity","Nov.2013...SGU.Rated.Output.In.kW","Dec.2013...Installations.Quantity","Dec.2013...SGU.Rated.Output.In.kW","Jan.2014...Installations.Quantity","Jan.2014...SGU.Rated.Output.In.kW","Feb.2014...Installations.Quantity","Feb.2014...SGU.Rated.Output.In.kW","Mar.2014...Installations.Quantity","Mar.2014...SGU.Rated.Output.In.kW","Apr.2014...Installations.Quantity","Apr.2014...SGU.Rated.Output.In.kW","May.2014...Installations.Quantity","May.2014...SGU.Rated.Output.In.kW","Jun.2014...Installations.Quantity","Jun.2014...SGU.Rated.Output.In.kW","Jul.2014...Installations.Quantity","Jul.2014...SGU.Rated.Output.In.kW","Aug.2014...Installations.Quantity","Aug.2014...SGU.Rated.Output.In.kW"
"3971",4,12.7,4,12.64,5,15.5,11,28.34,10,36.18,9,37.2,2,9.32,7,27,3,12,2,10.5,9,32,2,11.54,0,0,6,24.24,8,25,5,18.5,7,22,6,25.69,2,20,0,0
"3975",13,35.34,6,19.33,11,34.555,11,33.62,9,30.05,14,46.04,16,47.3,13,74.75,10,53.79,21,77.54,14,46.376,13,46.82,15,59.5,13,46.38,15,63.66,9,57.52,12,42.12,10,39.65,8,29.1,1,2.5
"3976",23,72.49,15,45.295,9,36.11,14,57.32,11,43.52,17,54.64,16,53.75,10,32.5,12,42,20,63.75,29,82.7,11,34.775,18,62,23,93.65,19,72.9,22,69.93,18,61.23,17,58.6,9,31.58,0,0
"3977",46,129.77,50,163.26,41,124.62,43,168.52,41,142.49,47,164.89,50,164.535,39,163.372,38,136.575,77,264.98,80,275.58,47,155.12,54,244.065,63,251.985,68,262.83,54,186.94,78,299.38,71,259.428,73,265.46,15,53.87
"3978",2,6.36,0,0,4,29.89,5,16.06,3,12.91,3,7.504,1,2,1,3,2,7,3,7.5,12,39.35,5,33.57,6,110.985,5,18.5,5,54.25,7,21.75,13,60.06,5,20,8,29.48,2,7.5
"3979",0,0,0,0,0,0,1,8.25,0,0,2,5,0,0,0,0,0,0,0,0,1,5,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0
"3980",2,7.4,4,11.2,2,6.5,5,16.5,6,22.265,2,6.5,5,20.35,2,3.4,1,2.35,4,16.5,3,9.88,1,5,2,8.16,4,16.5,5,22.24,2,9,2,7.62,1,3,4,15.67,0,0
"3981",1,1.6,0,0,3,6.069,1,1.6,2,5.759,3,17.76,3,8.62,3,7.79,4,16,3,11,4,17.04,2,9.38,3,12,7,30.88,6,28.88,3,13,5,18.75,6,28.25,3,11.25,0,0
"3984",2,3.6,7,19.25,6,16.12,8,26.42,12,36.16,7,24.85,8,31.578,5,17.75,4,14.5,6,21.5,13,59.9,14,58.25,5,17.8,8,30,11,41.025,4,17,8,32.94,6,22.5,6,20.75,1,5.58
"3987",1,4.5,1,2,0,0,1,4.465,1,4.5,2,6.5,1,2,1,3,2,9.04,2,9.91,0,0,4,16.65,3,8.5,1,2,3,10.578,2,6.5,2,5.2,1,3.5,1,4.5,0,0
"3988",0,0,0,0,1,2.4,0,0,1,3.27,0,0,2,9,0,0,0,0,0,0,4,12,1,12,0,0,4,15.62,1,10,1,7.5,0,0,2,11.52,5,19.5,0,0
"3990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3991",0,0,0,0,2,9.39,0,0,0,0,3,11,1,4.23,1,3,2,9,0,0,1,2.5,0,0,3,11.5,3,13,0,0,0,0,1,4,0,0,1,3,0,0
"3992",1,2.4,0,0,0,0,1,4.5,4,12,2,7.25,1,2.5,1,9,1,4.5,1,4.5,1,5,1,2.5,1,4.5,3,8.45,2,9,1,2.5,0,0,6,21.25,1,9.18,0,0
"3995",6,18.64,8,28.54,9,40.33,16,61.76,22,84.62,20,74.95,13,49.64,7,25.29,9,36.04,12,61.8,10,39,15,48.42,3,14,7,28,4,12.58,11,44.22,13,44.62,10,27.97,5,13.15,0,0
"3996",2,6.64,1,3,4,10.06,4,15.72,9,33.16,9,30.21,8,27.38,7,25.32,10,41.095,11,36.54,6,21.5,5,22,3,19.5,6,33.25,5,14.34,7,25.5,15,49,4,12,3,10.5,0,0
"4000",3,10.52,3,6.96,2,7.24,2,6.4,1,5.06,5,19.56,0,0,0,0,3,10,0,0,0,0,1,1.5,2,8.2,1,2.75,1,1,1,5,4,23.75,1,3.12,2,11,0,0
"4001",0,0,0,0,1,5.265,0,0,1,6.44,0,0,1,30,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4004",1,5,0,0,0,0,0,0,0,0,4,19.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4005",3,8.16,3,10.87,4,13.97,4,16.99,5,32.95,12,78.955,4,27.47,4,11.815,2,10.5,0,0,2,6.5,3,21.2,1,4,1,4.5,1,4.9,2,11.83,1,5,2,11.5,4,39.99,2,10.74
"4006",5,33.33,2,9.55,4,18.75,4,28.08,3,9.25,6,94.98,1,11.22,0,0,3,14,1,2,2,9.23,0,0,0,0,1,0.43,4,52.405,3,15,0,0,0,0,3,6.76,0,0
"4007",5,17.88,4,10.11,9,37.055,7,41.91,8,37.24,15,71.236,5,16.3,4,19.96,0,0,2,20.6,1,3,3,12,3,12.18,3,16,3,38,1,4.935,2,10.1,2,4.305,3,8.56,1,7
"4008",0,0,0,0,0,0,1,5,3,13.02,0,0,0,0,0,0,0,0,0,0,3,141.25,0,0,0,0,0,0,1,20.25,0,0,1,5,2,11,0,0,0,0
"4009",0,0,0,0,1,10.14,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,109,0,0,1,3,2,54.765,0,0,0,0,0,0
"4010",1,5.2,1,5.4,1,2.73,4,10.81,1,1.5,3,15,1,7,1,3,1,1.52,2,18,1,4,1,5.07,0,0,1,1.6,1,1.56,2,7,1,10.4,1,5,3,12,0,0
"4011",15,47.455,8,21.815,11,39.5,15,67.98,19,78.02,19,78.892,13,44.45,4,15.08,8,34.47,6,64.32,4,37.25,0,0,5,22.59,7,28.8,12,38.615,10,40.865,11,57.38,15,65.9,5,20.95,2,9.1
"4012",17,57.095,13,46.95,14,45.2,27,93.81,25,103.26,50,208.17,8,29.766,14,47.92,8,24.57,12,40.64,4,14.86,8,30,7,36.57,13,47.99,20,80.91,11,46.99,17,72.635,15,55.035,20,81.435,5,17.5
"4013",5,18.52,4,8.76,6,23.28,5,16.89,4,17.5,8,28.25,5,17.25,3,12.5,5,20.54,2,4.05,1,0.39,2,6.88,6,22.25,6,21.125,2,12,3,8.8,4,16.5,3,9.5,1,4.75,0,0
"4014",13,41.64,14,42.86,22,72.94,14,46.14,31,124.98,33,167.512,20,77.18,9,30.69,9,60.16,18,72.737,18,56.14,8,44.18,8,30.34,14,44.505,16,68.16,14,54.302,20,79.912,15,55.87,16,59.32,1,2
"4017",60,178.595,40,141.97,53,189.967,67,216.575,96,346.775,113,416.26,59,180.655,36,111.715,35,120.675,39,145.01,44,146.46,40,146.1,39,134.42,64,248.685,45,181.115,50,219.615,43,164.375,48,192.6,42,161.615,8,30.89
"4018",10,32.495,12,39.18,15,61.82,13,32.93,17,61.85,15,52.75,21,60.77,11,30,5,16.2,19,65.24,12,41.685,6,23.97,9,36.09,5,13.5,12,46.79,17,68.13,12,37.305,10,32.75,8,28.64,3,10.35
"4019",18,51.815,16,49.6,27,95.415,25,87.53,32,117.565,64,226.28,28,88.73,16,60.7,13,52.65,25,104.81,21,90.9,21,76.23,28,111.43,25,106.75,30,119.8,31,110.04,23,79.895,21,102.52,21,77.22,6,24.72
"4020",22,64.72,15,53.93,32,118.21,19,69.78,38,158.915,51,202.3,50,146.488,28,83.24,20,62.025,25,95.285,12,42.94,11,43.78,9,24.88,33,136.95,24,95.779,29,127.26,29,129.35,33,131.575,24,88.6,15,60.555
"4021",6,23.32,11,36.935,7,26.79,15,57.4,21,67.095,35,143.496,16,50.93,15,37.23,8,20.5,6,12.9,13,36.35,7,26.78,23,104.255,22,85.1,23,94.055,20,87.28,13,38.51,11,59.59,11,34.31,4,18.2
"4022",11,27.91,9,27.43,7,18.05,10,55.34,9,32.91,16,50.195,30,84.21,20,46.38,7,30.56,10,31.91,5,16.29,5,19.25,9,37,22,67.85,23,68.1,4,14.75,7,20.642,7,30,9,39.37,4,19.5
"4025",1,1,0,0,4,9.67,3,5.52,1,2.16,0,0,1,5,2,34.5,1,4,0,0,3,5.79,2,7.5,4,9.15,5,10.75,1,0.6,2,2.5,0,0,3,6.1,3,3.2,0,0
"4030",10,38.34,9,31.015,13,53.78,19,75.869,18,79.09,29,125.768,8,42.79,9,33.52,11,44.84,4,20.7,3,12.24,7,22.96,5,16.5,5,26,8,33.87,5,25.13,6,28.27,4,12.33,13,59.37,1,5
"4031",10,30.735,11,31.615,12,51.325,12,41.244,15,51.3,27,97.49,9,36.87,3,5.6,10,43.36,6,29.46,8,33.97,7,27.52,8,32.595,3,12.2,9,81.881,7,30.66,9,38.625,13,60,8,37.1,1,6
"4032",12,46.14,6,12.55,20,49.32,11,37.86,23,92.494,28,107.72,16,51.615,11,33.69,6,12.89,8,28.06,9,39.155,10,46.74,8,34.6,7,27.25,4,17.5,8,28.62,10,44.405,11,42.22,6,30.45,3,12.75
"4034",40,140.29,50,165.69,55,202.805,68,242.765,73,257.455,101,385.995,74,280.7,43,143.285,42,136.53,47,162.57,25,90.06,41,150.97,24,98.49,51,193.92,49,180.39,60,262.96,58,231.752,40,158.435,47,212.242,17,81.37
"4035",47,161.725,42,156.875,48,208.66,58,230.825,73,332.336,88,376.09,55,227.11,38,137.54,34,132.655,33,156.16,31,125.32,21,80.68,25,106.215,32,119.67,44,187.53,35,158.95,34,147.915,42,156.725,37,161.94,13,56.955
"4036",8,31.86,9,25.74,12,39.52,11,45.56,13,65,14,49.51,15,54.59,7,32.72,5,14.34,10,34,9,28.18,9,41.3,5,23.5,8,33.09,11,36.28,12,47.62,9,41.22,11,41.175,7,21.98,5,21.7
"4037",18,68.53,12,40.85,19,72.28,15,68.55,24,103.298,14,50.01,9,34.53,14,53.9,10,48.61,12,44.2,10,47.2,6,26.75,7,34.58,15,55.75,14,63.67,10,48.8,8,34.92,14,65.125,12,48.8,4,22.5
"4051",38,107.255,13,44.87,29,112.055,29,110.992,29,104.425,50,193.375,14,53.85,13,57.44,14,59.83,14,61.475,16,61.675,16,62.15,11,64.01,14,65.28,14,55.3,12,50.98,22,122.23,21,90.265,14,68.94,1,6
"4053",51,157.3,44,146.035,76,290.005,69,261.31,83,322.56,106,399.771,66,244.098,25,77.25,29,119.85,38,141.15,32,104.62,23,85.085,37,145.965,37,150.77,47,198.07,42,190.09,42,173.57,61,238.185,23,104.35,9,36.76
"4054",23,72.775,10,41.995,16,61.93,19,54.11,34,124.62,37,142.4,23,76.64,16,58.29,17,64.185,13,43.16,10,36.66,9,30.19,15,51.775,22,91.23,9,38.1,13,41.14,21,65.625,17,69.71,18,65.67,4,12.62
"4055",43,166.655,22,80.24,36,158.23,44,162.79,58,231.72,57,227.556,29,103.725,22,58.01,28,115.575,27,121.03,21,76.67,13,64.486,22,94.6,30,118.755,45,186.36,22,95.345,24,106.255,21,90.95,28,106.45,12,47.735
"4059",13,51.03,3,11.15,4,16,11,39.195,11,40.61,20,77.06,1,3.5,4,24.4,0,0,5,17.46,6,11.49,2,4.6,2,3.03,3,14.7,3,11.12,2,6.6,8,39.62,5,11.3,3,14.22,0,0
"4060",17,58.3,13,48.49,13,60.345,15,59.075,21,82.205,38,150.495,8,34.06,11,39.14,10,38.174,7,26.82,8,28.95,5,20,6,23,7,26.37,5,23.16,8,37.04,10,50.44,11,55.551,9,34.46,2,15.72
"4061",21,75.03,13,46.9,31,117.335,30,111,28,104.57,58,260.005,22,66.455,22,80.285,12,41.09,20,73.776,26,111.9,12,52.665,8,39.38,30,133.695,16,69.72,22,96.855,25,120.21,22,100.69,13,49.395,5,26.63
"4062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4063",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4064",6,17.1,3,8.16,8,28.35,4,16.66,16,62.06,35,140.206,4,9.71,3,9.1,2,7.34,3,8.475,2,3.39,3,13.21,7,36.77,2,6.16,7,46.1,4,12.94,4,16.45,4,14.56,5,49,2,6
"4065",6,18.03,7,21.88,12,43.74,9,23.644,12,40.039,28,106.605,4,15.4,4,14.48,5,22.694,2,7.61,8,30.5,5,21.77,2,5.1,6,24.78,7,24.5,6,24.865,10,46.04,11,38.22,3,10.5,2,6.56
"4066",6,19.23,11,40.835,9,34.02,4,16.56,13,43.94,31,136.304,4,13.216,3,20.886,2,7,4,11.51,0,0,5,18.56,3,8.9,7,27.325,4,18.5,4,21,8,31.86,9,54.62,3,16.5,2,8
"4067",5,19.6,5,23.57,2,9,3,11.3,4,22.67,5,16.8,1,8,2,4.17,3,8.28,5,22.986,0,0,2,7.5,2,11,1,18,0,0,2,6.56,5,14.94,4,21.2,3,17,1,5
"4068",17,49.89,13,48.7,14,53.14,15,60.59,22,82.685,29,124.204,18,68.62,10,37.36,11,49.98,9,25.614,8,24.6,7,22.54,7,28.75,6,21.5,11,47.1,11,36.43,21,94.63,16,82.785,12,48.985,6,31.12
"4069",44,169.92,24,78.355,41,167.17,54,213.735,74,297.71,101,428.58,43,189.66,24,92.632,28,120.985,22,102.69,31,133.361,23,115.495,26,107.23,29,122.93,32,136.58,37,171.56,33,142.69,31,132.41,36,151.185,8,38.47
"4070",23,82.769,14,48.88,23,87.81,24,77.635,26,107.065,30,114.45,24,86.99,17,52.82,15,69.63,18,67.94,5,20.72,11,41.89,18,65.255,21,88.51,23,91.983,19,98.57,15,71.72,7,39.87,9,39.57,6,29.63
"4073",18,56.8,7,21.02,12,47.38,20,69.545,34,142.6,13,43.86,12,50.11,8,36,9,48.065,9,37.5,13,56.595,8,36.175,14,58.095,11,40.02,23,113.14,14,71.76,20,86.76,15,64.18,9,37.365,1,5
"4074",45,157.02,25,118.74,39,133.635,54,181.645,54,205.085,74,286.58,39,135.38,33,116.06,30,102.275,25,91.77,33,110.67,23,83.61,26,103.62,31,130.05,29,126.05,44,208.915,43,171.435,43,204.94,34,147.885,6,32.17
"4075",25,79.5,24,82.665,17,61.435,23,78.665,36,151.656,52,207.961,29,81.895,14,47.825,14,54.98,12,40.34,16,64.64,11,45.14,17,72.42,11,36.806,19,86.83,21,81.835,22,94.94,25,96.3,23,100.905,5,23.75
"4076",7,23.04,7,24.565,9,32.88,9,37.2,12,44.04,18,117.506,4,16.5,7,19.83,3,13,9,24.025,4,23.47,2,7.25,3,6.75,6,20.06,5,23.5,7,29.07,10,44.36,9,36.04,5,14.75,2,9
"4077",36,113.59,25,87.77,27,83.39,39,121.29,25,88.89,38,131.88,37,114.195,21,60.88,31,100.885,37,125.805,26,129.865,25,104.56,26,119.815,30,102.04,37,140.535,39,169.215,27,97.475,29,114.405,32,137.78,9,42.25
"4078",35,110.805,22,86.695,21,71.41,45,162.851,58,224.091,48,195.795,32,111.44,22,79.53,16,54.455,17,56.39,27,108.65,22,81.935,31,114.69,33,119.305,29,113.47,31,135.41,28,122.585,32,138.175,29,125.885,5,21.555
"4101",8,27.595,9,29.068,12,51.29,5,16.78,24,86.854,24,92.84,5,21.72,7,25.92,7,19.03,4,30.13,12,39.87,6,19,5,15.5,2,7,3,11.2,5,22,7,28.355,6,27.93,1,3.5,1,5
"4102",4,19.65,3,8.07,5,16.525,4,20.51,9,37.7,8,37.77,6,13.85,3,15.7,3,20.07,2,5.75,2,21.67,2,6.29,2,11,4,14.715,2,8.57,1,14,7,34.25,5,20.1,1,2.115,0,0
"4103",11,29.125,3,8.68,14,41.18,9,31.33,12,46.48,18,67.235,9,37.19,7,21.76,8,25.875,8,34.3,6,27.5,2,11.2,6,22.81,4,14.84,10,30.63,5,17.57,6,23.815,11,42.44,9,41.77,3,10.06
"4104",2,7.8,6,13.1,4,17.825,6,30.62,10,42.7,10,43.95,6,20,7,14.34,3,14.7,5,27.2,2,7.5,2,11.54,1,5,3,9.5,2,9.5,3,14.36,6,20.33,8,33.78,1,5,1,6
"4105",8,26.56,5,17.2,9,30.04,10,49.32,21,77.265,27,110.047,14,51.624,6,27.7,7,24.095,7,23.18,14,52.01,7,23.5,5,18.215,15,62.735,9,35.8,6,32.13,7,26.17,11,38.86,17,91.3,2,8.5
"4106",4,48.5,1,2.4,2,12,3,13.395,8,32.47,9,112.86,3,10.75,1,2.05,3,17.078,1,5,2,48.4,0,0,0,0,2,7,1,3.75,1,20,1,99.75,2,29,1,2.75,1,5
"4107",7,20.74,9,28.74,6,24.25,9,112.92,13,43.91,22,78.08,12,63.48,3,12.06,8,16.585,4,9.42,5,19.75,2,10.1,1,5,3,14,8,29.86,6,18.5,8,77.845,4,16.85,7,40.83,1,5
"4108",13,48.525,6,18.94,4,10.32,4,14,11,47.3,11,76.45,12,42.37,7,21.83,6,37,3,10.37,3,25.5,4,16,8,41.17,8,22.475,4,20,3,18.07,8,36.91,7,31.12,12,63.95,0,0
"4109",59,207.942,54,173.385,44,133.2,42,140.531,67,242.275,94,404.405,56,192.22,33,137.375,35,130.172,24,94.66,28,117.42,36,154.42,42,178.73,47,211.28,36,132.8,38,159.747,44,184.2,51,231.91,64,304.89,13,60.65
"4110",10,35.98,15,50.23,12,44.13,19,56.86,13,52.15,30,178.84,11,39.46,7,18.47,7,57.25,10,38.745,10,32.525,4,14.79,6,39.84,12,59,16,133.285,20,97.15,5,17.905,20,81.76,11,46,0,0
"4111",1,2.75,1,3,1,5,1,4,1,4.845,2,7,0,0,2,14.5,1,1.5,1,3.2,1,5,1,5,1,2,2,5.25,1,5,1,2.115,1,2,1,5.1,0,0,1,5
"4112",12,36.12,9,32.16,7,31.8,8,29.17,11,37.6,9,38.57,12,50.33,9,22.135,4,7.79,3,8.6,8,26.07,6,30.12,11,49.22,6,25.56,9,36.7,7,30.75,10,37.43,9,30.15,13,57.705,0,0
"4113",40,117.955,20,74.52,32,120.21,47,143.706,35,116.315,66,249.2,42,123.155,30,99.66,27,109.695,21,77.04,26,100.26,27,119.515,31,156.66,34,139.85,30,132.09,29,127.19,43,189.906,34,143.595,29,139.53,14,78.22
"4114",19,67.43,21,91.17,17,50.34,27,81.73,21,56.68,41,171.76,31,90.64,16,43.66,16,49.05,22,67.81,16,37.665,26,94.26,10,29.015,22,69.455,22,125.255,19,74.02,23,87.145,23,116.97,25,80.373,7,31.38
"4115",27,87.95,22,68.73,31,117.695,37,136.444,35,131.23,49,199.845,53,217.88,19,73.085,24,85.28,20,72.185,31,129.75,19,72.735,22,104.72,34,156.96,41,180.355,31,137.555,26,103.66,37,166.71,39,170.085,7,33.32
"4116",38,112.685,30,100.79,30,116.84,39,153.065,38,135.04,45,184.675,41,152.33,36,141.53,22,71.2,31,132.345,35,149.47,24,96.84,30,133.89,28,113.474,28,124.53,30,128.61,27,116.415,30,134.365,48,209.215,12,51.75
"4117",1,5,2,5.19,1,5.2,2,6.6,0,0,2,7.2,2,6.56,4,10.15,1,3.6,0,0,0,0,3,12.56,2,5.92,2,6,4,22.5,2,7.17,0,0,1,3,2,4.865,0,0
"4118",53,183.635,42,146.57,42,147.53,46,158.68,66,216.645,66,289.8,48,146.31,29,105.35,26,89.44,33,116.13,36,146.49,29,116.265,40,172.605,43,156.965,39,154.435,39,170.31,47,173.405,39,170.99,32,123.05,9,31.975
"4119",10,33.36,7,20.685,12,43.3,14,42.41,14,62.65,21,78.947,12,45.31,9,29.85,7,15.96,9,49.39,10,34.28,9,38.61,9,38.54,9,33.88,10,58.75,4,17.66,12,89.76,9,38.43,10,38,4,24
"4120",1,5.64,6,21.28,5,20.07,8,27.625,9,38.87,11,42.96,3,9.57,1,3,5,9.9,3,9.76,4,15.15,3,21,2,10.7,4,13.5,4,13,3,12.25,4,17.5,4,16.5,4,16,0,0
"4121",27,92.075,26,84.665,36,124.435,22,83.095,45,185.56,62,262.57,21,65.488,17,63.875,5,21.25,20,69.74,32,119.445,12,52.995,18,65.255,24,91,17,78.65,21,89.655,29,124.035,20,81.09,17,58.62,4,15.712
"4122",54,175.015,35,133.945,45,160.153,49,182.04,75,286.055,106,405.985,49,143.013,35,122.775,21,75.5,39,148.11,32,131.35,23,91.985,39,145.45,52,242.845,38,153.82,37,159.655,53,221.43,48,224.105,42,180.75,11,50.1
"4123",26,80.04,14,43.4,29,93.45,28,84.885,38,119.126,60,227.418,29,91.105,26,61.775,22,77.86,15,45.39,25,81.425,8,33.32,26,75.43,34,141.925,27,116.52,21,80.615,34,129.24,27,91.465,20,72.34,5,23.5
"4124",35,125.95,27,79.98,31,110.735,39,157.704,56,198.208,65,273.56,41,152.43,33,142.22,22,85.295,32,99.29,25,98.26,28,98.87,30,131,38,159.495,28,109.021,25,112.325,41,155.12,31,133.52,14,63.06,3,12
"4125",13,38.06,9,30.34,16,68.6,19,75.86,14,62.17,20,84.28,19,63.89,9,36.87,17,73.58,12,65.18,10,44.4,8,17.385,14,58.66,7,30.1,23,106.87,13,59.82,9,41.69,13,51.935,4,16.5,2,10.5
"4127",27,72.915,28,98.74,28,92.08,38,125.846,47,188.76,70,263.04,43,145.49,21,99.09,28,109.54,24,81.71,22,71.96,13,55.8,22,80.795,25,105.39,29,124.42,32,145.775,44,241.65,29,112.6,28,100.26,7,18.92
"4128",22,75.9,14,48.88,22,80.26,38,123.607,38,164.54,56,193.75,31,100.22,21,87.59,17,55.625,13,41.45,13,47.72,9,39.25,17,68.24,20,92.625,16,61.595,23,109.905,14,65.75,19,78.5,18,69.78,9,36.94
"4129",9,26.02,6,25.51,13,50.044,13,44.78,11,29.02,19,105.79,23,85.65,10,37.15,6,21.86,13,103.13,8,19.12,13,54.3,9,47.49,11,42.87,7,27.7,14,44.15,6,25.12,5,18.545,9,36.14,2,6
"4130",12,37.79,6,23.42,16,56.13,13,55.744,25,99.2,28,113.64,11,33.94,6,14.8,11,41.07,7,28.1,11,37.7,5,17.52,12,48.545,8,29.45,10,39.2,14,66.445,12,45.04,13,59.54,12,47.422,5,16
"4131",8,18.475,8,15.195,6,24.895,11,39.26,14,59.475,19,72.47,11,37.79,5,12.45,8,37.25,6,20.1,6,12.74,5,15.11,13,56.64,8,30.9,9,34.235,10,38.62,11,49.11,15,55.895,6,28.1,2,11.5
"4132",21,63.91,21,68.755,18,49.785,29,100.69,37,117.65,37,126.135,31,103.94,23,82.22,18,59.945,21,168.055,20,61.945,12,52.52,19,69.92,34,140.02,42,191.135,24,95.455,29,100.145,20,87.37,24,97.78,7,21.5
"4133",20,42.08,17,64.55,20,67.59,22,84.69,24,112.65,37,134.9,22,85.54,13,50.495,26,102.995,30,132.605,15,64.24,19,53.39,18,68.57,25,115.38,15,53.155,11,36.265,31,126.045,21,88.275,17,62.65,1,5
"4151",10,37.64,9,38.235,6,25.8,12,46.41,22,97.73,33,135.18,10,35.986,3,6.31,4,13.1,9,39.16,5,11.89,5,19,6,25.87,7,34.59,9,36.61,7,34.11,7,28.59,12,45.33,7,33.62,2,9.5
"4152",63,213.655,33,115.29,62,207.035,57,214.99,86,297.18,104,374.01,52,227.71,25,89.24,28,84.83,30,106.72,32,111.028,28,118.16,46,157.275,39,159.65,33,148.72,30,126.645,54,222.255,45,201.07,44,167.485,13,53.99
"4153",9,37.39,10,33.785,7,23.85,16,61.805,15,64.5,12,53.635,6,22.8,1,5,8,24.6,7,23.15,4,17,4,9.2,5,24.3,7,35.06,7,32,4,21.8,7,29.02,3,25.17,8,33.33,2,8
"4154",18,68.025,14,37.22,18,58.125,23,86.04,19,75.48,34,147.65,15,55.54,10,30.39,11,46.245,11,47.79,17,57.34,10,46.3,9,34.46,12,55.75,17,79,13,56.08,15,65.29,15,69.435,11,49.4,3,13.25
"4155",2,9.29,5,20.405,3,13.73,1,3,5,26.5,6,32.38,4,14.87,1,5,2,5.96,4,19.1,1,5,1,18,1,0.25,3,15.5,0,0,0,0,5,26.21,2,11,0,0,2,10
"4156",10,33.81,4,15.415,6,29,9,32.86,7,30.31,18,80.68,7,24.1,2,12,6,20.78,2,5.8,3,15.25,1,5.98,2,8.5,7,36.34,9,31.38,5,25.52,6,20.39,2,10.54,6,27.78,0,0
"4157",27,98.86,32,102.283,34,97.23,45,154.575,51,182.83,58,220.964,40,161.23,18,60.91,19,51.69,22,85.097,26,77.52,22,75.05,25,84.53,19,77.16,34,116.74,30,122.21,30,117.665,31,124.68,36,172.12,5,25.11
"4158",5,10.64,2,3.2,7,14.705,7,21.6,6,19.56,7,27.52,7,19.67,4,6.55,3,7.3,3,14.32,2,8.14,3,14,3,6.585,1,1.68,3,12.28,1,3,5,18.9,2,9,3,12.1,0,0
"4159",27,81.905,23,66.49,31,82.15,17,57.81,41,145.31,47,187.654,33,115.387,11,31.45,12,36.81,20,66.81,22,78.575,14,45.305,17,56.015,17,68.98,28,102.015,23,85.065,32,105.299,26,96.445,20,92.1,3,11.56
"4160",28,69.5,28,74.81,33,107.77,37,102.29,45,148.675,54,216.91,28,91.73,19,61.91,14,38.27,26,91.19,20,67.22,21,90.68,24,112.542,38,135.655,25,89.63,33,112.585,38,166.33,24,78.38,24,87.41,4,15.45
"4161",37,97.2,25,78.845,31,86.5,43,127.006,49,171.45,56,185.44,41,142.02,19,50.97,23,72.01,22,73.395,16,62.55,16,55.79,30,96.31,25,92.145,37,127.175,31,105.71,35,130.745,28,124.28,22,75.925,4,13.85
"4163",30,80.83,11,52.745,26,82.405,29,88.63,18,57.96,35,160.26,25,95.075,10,26.96,10,30.36,13,38.881,17,83.65,14,37.62,13,44.595,16,56.76,23,93.68,24,120.09,20,66.285,24,92.36,12,58.48,3,15.1
"4164",29,83.225,21,65.34,21,88.15,27,81.11,41,151.225,51,212.27,28,99.43,20,73.86,8,36.76,8,24.86,27,110.655,10,34.27,11,44.7,15,59.8,30,123.515,27,100.73,26,92.64,32,142.18,18,82.64,0,0
"4165",60,161.105,45,123.55,83,230.783,86,246.92,92,280.216,126,492.37,77,260.93,55,165.97,35,87.765,47,167.03,36,129.17,43,181.48,41,145.185,53,197.88,59,210.07,65,234.56,79,267.045,64,276.15,53,213.16,8,27.75
"4169",3,8.32,4,14.9,7,24.155,5,19.5,11,43.15,18,68.025,4,13.56,2,7.2,4,9.14,6,19.06,4,10,3,12.5,2,10,4,18.5,4,21.5,2,25,5,22.78,4,39.842,1,3.25,0,0
