"Small.Unit.Installation.Postcode","Jan.2013...Installations.Quantity","Jan.2013...SGU.Rated.Output.In.kW","Feb.2013...Installations.Quantity","Feb.2013...SGU.Rated.Output.In.kW","Mar.2013...Installations.Quantity","Mar.2013...SGU.Rated.Output.In.kW","Apr.2013...Installations.Quantity","Apr.2013...SGU.Rated.Output.In.kW","May.2013...Installations.Quantity","May.2013...SGU.Rated.Output.In.kW","Jun.2013...Installations.Quantity","Jun.2013...SGU.Rated.Output.In.kW","Jul.2013...Installations.Quantity","Jul.2013...SGU.Rated.Output.In.kW","Aug.2013...Installations.Quantity","Aug.2013...SGU.Rated.Output.In.kW","Sep.2013...Installations.Quantity","Sep.2013...SGU.Rated.Output.In.kW","Oct.2013...Installations.Quantity","Oct.2013...SGU.Rated.Output.In.kW","Nov.2013...Installations.Quantity","Nov.2013...SGU.Rated.Output.In.kW","Dec.2013...Installations.Quantity","Dec.2013...SGU.Rated.Output.In.kW","Jan.2014...Installations.Quantity","Jan.2014...SGU.Rated.Output.In.kW","Feb.2014...Installations.Quantity","Feb.2014...SGU.Rated.Output.In.kW","Mar.2014...Installations.Quantity","Mar.2014...SGU.Rated.Output.In.kW","Apr.2014...Installations.Quantity","Apr.2014...SGU.Rated.Output.In.kW","May.2014...Installations.Quantity","May.2014...SGU.Rated.Output.In.kW","Jun.2014...Installations.Quantity","Jun.2014...SGU.Rated.Output.In.kW","Jul.2014...Installations.Quantity","Jul.2014...SGU.Rated.Output.In.kW","Aug.2014...Installations.Quantity","Aug.2014...SGU.Rated.Output.In.kW"
"3778",2,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1,4.5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0
"3779",1,2,2,6.6,0,0,0,0,0,0,0,0,1,3,1,3,1,2,1,3,0,0,1,1.75,0,0,3,16.5,2,18,1,2.5,3,10.5,1,1.5,0,0,0,0
"3781",1,1.6,4,14.37,2,9.5,1,1.6,3,10.75,1,4.32,4,15.98,1,2.07,2,10,6,20.1,3,13,2,10.5,1,3.5,5,17,2,6.5,1,4.5,1,3.5,1,4.65,5,18.1,0,0
"3782",4,14.7,1,3.2,3,12.5,4,11.92,2,6.52,1,4.4,3,8.1,4,17.54,2,8.5,3,11.5,6,24.23,5,31.2,5,15.25,4,17,2,8.5,6,22.43,6,25.56,2,6.24,1,4.68,1,3
"3783",3,10.5,2,8,1,4,2,6.1,2,6.84,3,13.5,2,8.39,0,0,0,0,0,0,4,13.92,3,12,0,0,2,9,3,13.74,4,13.43,0,0,1,4.5,2,10.4,0,0
"3786",0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,5,2,7.5,0,0,0,0,1,4.5,1,10,2,8.2,0,0,0,0,0,0,0,0,0,0,0,0
"3787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3788",0,0,2,6.92,1,2.88,1,5,0,0,0,0,0,0,0,0,0,0,1,10,0,0,2,9,1,2.75,1,5,1,3.185,1,4.5,0,0,0,0,0,0,0,0
"3789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,2.115,0,0,0,0,0,0,1,4.5,0,0
"3791",0,0,0,0,0,0,2,9.9,0,0,1,4.68,1,4.5,0,0,0,0,0,0,0,0,1,15,2,5,2,4,0,0,0,0,1,4.5,0,0,0,0,0,0
"3792",1,1.6,1,3,0,0,0,0,0,0,0,0,0,0,1,3.29,0,0,0,0,0,0,2,7.5,1,3,0,0,0,0,0,0,1,5,1,4.5,0,0,0,0
"3793",2,3,4,11.1,2,24.24,0,0,2,6.5,0,0,1,2,2,7.5,0,0,0,0,6,26,4,16.75,1,3,3,11.52,2,8.18,1,1.96,0,0,0,0,3,16.5,0,0
"3795",2,6.94,0,0,0,0,0,0,1,4.5,1,2,1,4.8,1,3.22,1,5,0,0,3,9.8,2,5.6,3,19,0,0,1,5,2,7.5,2,8,0,0,1,2,0,0
"3796",3,8.8,5,12.89,2,14.5,3,11.84,7,19.75,5,17.078,6,19.99,1,2.35,4,9.79,3,10.5,5,17.05,8,23.85,3,9,4,16.5,8,31.5,10,32.12,5,22.5,1,5,3,11.75,0,0
"3797",0,0,2,8,2,8.75,5,16.85,2,9.5,1,4,0,0,1,4.5,1,4,3,13.5,6,25,10,32.3,3,13,5,18,8,27.675,2,6,4,17,3,12.5,0,0,1,3.1
"3799",2,13.5,3,6.71,5,14.905,5,16.2,7,27.47,4,12.5,4,12.85,4,14,3,10.06,5,12.75,4,14.5,9,34.75,1,4.5,7,34.25,3,9.82,6,24.93,2,7.5,3,11,3,12,0,0
"3802",9,28.56,8,22.1,14,48.955,11,32.07,12,42.5,13,46.44,16,50.92,8,31.06,12,41.915,18,67.55,19,61.84,8,31.46,11,41.75,13,55,16,59.06,16,65.75,28,103.995,10,36.6,7,25.35,0,0
"3803",8,22.48,7,18.68,5,13.15,7,26.5,3,11.66,2,7.4,10,38.3,8,24.43,5,17.07,5,18.25,14,74.94,5,56.1,9,26.15,5,16.83,2,6,5,99,11,60.5,7,67.44,5,18,0,0
"3804",1,5,4,18.2,3,13.935,4,15.75,9,42.765,4,13.16,4,15.12,4,17.05,6,24.125,7,23.5,6,23.5,9,55.04,7,29.54,5,29.035,9,36,6,28.3,9,49.25,3,17.5,6,38.42,1,5
"3805",19,56.76,29,96.92,31,99.86,31,104.715,38,138.49,35,140.108,36,144.66,33,123.695,31,118.445,43,171.42,57,217.26,30,101.92,37,136.51,39,144.84,44,157.3,36,148.36,50,196.66,19,67.3,29,117.54,3,12
"3806",15,67.2,15,59.4,17,66.2,19,79.9,28,100.125,18,76.38,21,81.89,22,72.99,33,115.65,21,77.53,22,78.33,20,75.98,27,108.07,33,145.75,32,127.63,16,57.09,41,134.86,24,82.45,22,78.455,3,12.12
"3807",4,15.06,0,0,2,7,4,18.92,3,13.1,8,30.06,1,4,3,13.27,5,15.8,2,9.3,6,21.6,3,23.845,3,10.75,7,26.135,3,11.59,6,22,7,32.54,3,18.5,3,12,0,0
"3808",1,4.32,0,0,1,4,2,9.9,1,8,6,20,2,8.25,2,13.5,3,13.5,0,0,0,0,3,15,1,3,2,5.5,1,5,1,3,5,23.99,0,0,6,31.45,0,0
"3809",0,0,1,5,2,4.52,1,5,0,0,3,10.37,2,5.4,1,3,1,3,4,13.616,6,20.85,3,11.4,4,12,5,30.18,4,73.38,1,3,4,7.53,6,16.9,9,30.75,0,0
"3810",22,85.88,18,148.389,28,96.8,24,74.15,26,119.395,15,46.52,30,114.56,28,136.08,31,109.074,32,119.8,32,110.85,29,94.86,26,89.05,28,94.93,24,108.17,31,213.6,51,179.31,30,194.34,26,91.56,5,18.84
"3812",0,0,1,4.23,2,11.12,1,4.32,2,8.82,3,14.04,1,3,0,0,2,8.5,3,18,4,14.09,4,18,1,4.5,4,18.5,1,3,2,7.75,1,4.16,2,8.75,2,7.85,0,0
"3813",0,0,0,0,1,1.17,0,0,2,8.16,1,4.56,0,0,0,0,1,6,0,0,1,4.5,1,3,1,3.6,0,0,1,3,1,3.5,1,4.5,1,7,0,0,0,0
"3814",1,1.6,0,0,1,1.6,2,5.35,1,20,4,14.95,2,11.29,3,13.73,3,9.5,1,5,2,6.84,2,13,2,9.4,2,8.2,3,17.14,2,6.62,5,18.99,2,9,2,9,2,7.5
"3815",2,6,1,4,2,13.12,0,0,1,2.75,4,20.5,2,6,2,9,2,11.5,3,10.5,2,9.5,7,25.5,0,0,5,18.5,2,9,0,0,2,10,1,4,0,0,2,12
"3816",4,10.66,1,1.17,2,9.72,3,16,4,15.72,1,5,1,3.5,3,14.5,6,25.61,2,4,6,18.25,2,9,6,16.33,0,0,2,8,4,18.08,6,19,3,11.34,0,0,0,0
"3818",8,21.45,9,31.65,8,25.39,9,23.24,15,45.48,9,32.266,16,59.43,10,37.04,11,43.984,12,46.25,15,56.92,13,42.26,12,42.3,11,55.668,15,60.25,7,22.5,20,70.785,6,28.545,12,35.1,2,8
"3820",7,18.69,9,28.08,10,41.26,13,51.46,13,38.41,14,45.064,11,41.798,11,40.42,9,29.923,11,46.5,9,34,7,26.7,13,48.775,9,28.1,13,47.325,16,73.36,15,52.5,8,31.94,7,45.6,0,0
"3821",2,7,0,0,0,0,4,27.87,9,28.82,3,9.5,7,23.54,10,48.53,1,4.5,5,34.64,3,13.5,3,8.5,2,6.5,1,4.575,1,4.5,3,16,4,20,7,33.59,2,9.09,0,0
"3822",0,0,0,0,0,0,2,8,3,10.04,0,0,2,19.34,1,1.17,0,0,0,0,1,4.32,2,9,1,5,1,3,2,7,0,0,2,13,2,6,0,0,0,0
"3823",2,6,0,0,2,5,2,6.03,1,3.71,1,3,1,8.64,1,4.5,3,8.5,3,12,1,4,0,0,4,14.71,1,4,1,2,1,3,3,10.2,4,13.06,2,9.6,2,6
"3824",7,23.48,1,2.5,3,11.06,6,21,3,10.42,3,11.74,6,29.96,8,37.09,6,28.26,6,27.5,5,17.25,2,13.5,2,12.93,3,13,6,22.32,4,14.62,2,9,8,29.775,0,0,1,3
"3825",13,47.93,16,60,23,74.7,18,66.245,20,84.7,23,74.38,14,47.33,18,70.1,23,80.75,16,68.39,21,114.115,12,37.12,10,34,21,97.91,26,90.955,17,64.43,31,124.09,14,63.68,10,40.73,2,6.5
"3831",1,5.98,0,0,2,9,2,4.6,1,4.5,1,5,1,2.5,1,5,1,4.5,3,11.56,2,5.62,1,4.5,1,4.5,4,28.8,3,11,1,4.5,2,11.5,3,7,1,3.75,1,1.375
"3832",0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,4,24.4,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0
"3833",1,1.52,0,0,1,3,2,4.78,1,4.6,0,0,1,4.5,0,0,2,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3835",1,4.5,0,0,0,0,0,0,1,1.75,0,0,4,18,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,9,1,25,0,0
"3840",12,43.89,20,67.08,14,53.51,16,67.78,17,58.298,19,81.47,17,55.08,5,12.5,11,36,4,16.5,14,66.54,10,87.5,5,18.33,11,45.5,9,33.57,11,108.59,26,78.55,6,47.5,11,63.2,2,9.18
"3842",3,13.58,5,18.06,5,17.38,8,28.14,10,36.81,1,4.56,3,10.06,4,18.56,1,4.5,7,25.29,6,23,1,3,0,0,5,10.66,1,3,4,12.5,10,38.5,3,11.67,5,17.7,1,3
"3844",17,61.27,18,74.59,16,54.62,21,80.43,16,64.84,26,102.81,11,41.01,10,46.79,16,57.03,14,55.98,15,68.77,15,66.04,9,32.2,10,36.39,28,129.385,20,105.93,19,79.34,18,95.83,20,94.76,3,9
"3847",1,4,2,4.73,0,0,1,3.5,3,10.72,5,16,7,24.7,4,15.96,3,10.28,3,10.3,1,4.5,0,0,1,1.75,4,11.56,2,8.5,0,0,0,0,1,4,0,0,0,0
"3850",5,39.94,8,26.5,7,25.5,11,31.44,18,64.97,2,9.18,7,24.3,6,17.66,8,26.32,6,19.75,7,27.5,8,34.55,6,48,7,69.16,9,38.61,0,0,4,20.2,6,28.85,4,13.72,0,0
"3851",5,27.55,3,6.255,7,21.43,8,21.3,11,45.12,9,28.97,9,37.09,8,33,10,37.14,9,29.06,11,37.43,4,17.51,3,10.5,10,42.18,10,31.16,5,15.81,9,31.9,12,51.24,9,34.75,0,0
"3853",0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3854",0,0,0,0,0,0,0,0,0,0,3,12.06,0,0,1,4.5,2,9,3,20.5,0,0,2,6.06,0,0,2,13,0,0,0,0,4,10.5,3,12.5,0,0,0,0
"3856",1,1.5,1,4,0,0,2,10.06,2,9.09,1,2,0,0,2,8.68,2,8,0,0,0,0,2,9,1,4.5,0,0,2,9,2,7,4,15.5,3,11,2,6,0,0
"3857",1,16.5,0,0,0,0,0,0,0,0,1,2.25,0,0,2,9.5,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0
"3858",0,0,2,6.06,2,7.5,1,4,2,8.5,4,28.82,4,17.9,4,10.5,6,16.5,3,10.5,5,17.07,4,16,0,0,4,19.25,4,42.57,4,16.5,4,17.194,2,5,1,4.5,1,5
"3859",0,0,3,10.789,2,8,1,3.27,1,29.4,0,0,1,2,2,6.68,2,7.5,1,4.5,1,5,2,8.5,0,0,1,8.16,0,0,1,2.43,2,32,1,3.5,0,0,1,4.5
"3860",3,18.41,9,30.82,12,35.97,7,25.255,13,58.97,6,15,1,3,6,27.33,4,12.75,6,32.11,3,14.09,5,17.54,4,12.38,1,4.06,8,23.15,6,22,7,48.57,9,30.15,3,9.51,0,0
"3862",2,9.5,2,7.5,7,27.3,6,20.82,1,4,3,8.04,4,15.18,5,18,2,10.68,6,28.34,4,20,1,4.5,3,12.5,3,12.5,1,4,3,12,0,0,4,13.7,3,13,1,2
"3864",0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,5,0,0,1,30,1,4,0,0,0,0,0,0,0,0,1,2.5,0,0,1,4.5,0,0
"3865",0,0,0,0,0,0,1,2,0,0,0,0,1,4.5,2,9.4,0,0,0,0,0,0,2,6.5,0,0,2,6,2,6,0,0,3,10,0,0,0,0,0,0
"3869",2,4.5,3,7.62,3,10.64,2,6,4,15.91,2,6.12,1,4,1,4.5,1,6,1,4.5,2,8,1,4.5,1,6.1,4,18.5,1,4.5,2,9,7,25.5,1,3.5,0,0,0,0
"3870",1,4.56,0,0,1,4.5,2,7.64,0,0,3,12.01,2,7.5,2,9,1,2,1,4.5,3,14.5,0,0,2,7.5,2,6.12,1,4.125,0,0,2,6.5,4,15.23,2,7,1,6
"3871",4,17.66,6,19.12,1,4,4,11.99,7,30.704,1,3.2,0,0,5,13.62,3,9.67,2,11,2,9,9,111,2,7.5,2,8.5,1,4.5,6,31.675,6,24.77,3,7,5,22.4,0,0
"3873",1,4.5,1,4.5,0,0,3,13.1,0,0,0,0,2,8,1,15,0,0,0,0,1,4.5,0,0,0,0,1,4,1,4.5,0,0,1,4.5,1,3,0,0,0,0
"3874",3,15,3,10.64,1,2,0,0,0,0,0,0,0,0,1,3,1,3,0,0,2,9,0,0,0,0,2,7.5,0,0,1,3,1,4.5,1,4.59,0,0,1,4.5
"3875",11,48.31,22,74.15,14,44.05,13,49.63,22,175.08,15,49.44,20,79.64,15,59.2,14,59.02,15,154.6,25,105.96,18,64.39,12,47.6,19,51.51,11,56.69,21,84.48,26,124.885,28,100.57,15,58.61,5,16.685
"3878",0,0,2,6.61,1,4.5,1,0.76,1,4.5,0,0,1,3,1,4.59,4,13,3,14.25,2,7.56,3,9,2,7.2,1,3,4,13.59,2,9,4,15.06,2,5,0,0,1,2.79
"3880",2,7.47,2,8.06,5,14.24,3,11.5,7,28.5,2,10.078,6,22.8,0,0,5,16,11,36.28,4,14.5,6,23,3,9,6,19.56,3,6.08,7,22.5,4,13,2,6,5,22.425,1,3
"3882",0,0,0,0,1,3,3,8.5,4,14,0,0,2,9,0,0,1,5,1,2,1,3,2,9.09,0,0,0,0,1,3.57,1,4.5,0,0,2,9.09,1,4.5,0,0
"3885",2,4,1,5,1,3.5,1,4.56,2,9.6,2,9,4,9.5,3,11.09,4,16.08,4,15.56,1,2.5,3,10.71,2,6,0,0,1,1.88,6,17.25,0,0,2,8.5,3,11,0,0
"3886",0,0,0,0,3,11.64,0,0,0,0,1,3,0,0,1,5,0,0,1,4,0,0,0,0,1,4.5,1,3.57,0,0,0,0,1,4.59,0,0,0,0,1,3
"3887",0,0,0,0,0,0,0,0,0,0,1,4,1,3.5,0,0,0,0,0,0,1,4.5,0,0,0,0,2,7.5,2,6.56,0,0,1,7.14,0,0,1,4.59,0,0
"3888",0,0,6,16.31,17,56.92,4,15.5,5,17.25,5,15.56,4,11,5,14.04,1,4,7,32,2,10.1,4,24.6,3,6.88,2,6.5,7,48.25,2,6,4,11.06,2,6,5,14.6,1,4
"3889",0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3890",0,0,0,0,0,0,0,0,0,0,0,0,4,11.36,0,0,1,3,1,4.5,0,0,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,0,0
"3891",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,2,3.5,0,0,1,0.8,3,11,1,2,0,0,1,4.5,0,0,0,0,0,0,1,27,0,0
"3892",0,0,0,0,0,0,0,0,0,0,1,1.75,4,14.5,2,8,0,0,2,6.18,2,18,0,0,6,23.5,3,12.09,3,11,2,5,2,6,2,7.525,1,4.5,0,0
"3895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,2,7.56,0,0,0,0,0,0
"3896",0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,4.5,1,4.5,1,4.59,0,0,1,3,0,0,3,28.47,1,3,0,0,0,0,0,0,0,0,0,0
"3898",0,0,0,0,2,4.218,0,0,2,5,0,0,0,0,1,4.5,1,2.4,0,0,0,0,1,2.025,0,0,0,0,0,0,1,4.5,1,6,1,4,1,2,0,0
"3900",0,0,0,0,0,0,0,0,1,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0
"3902",0,0,1,1.6,1,3,0,0,0,0,0,0,0,0,0,0,1,3.06,0,0,1,3.06,0,0,1,5,0,0,0,0,1,6,0,0,1,4.5,0,0,0,0
"3903",0,0,1,4.5,0,0,0,0,2,13,2,8.59,1,4.5,0,0,0,0,5,15.93,1,4.5,3,14.09,2,9,1,29,1,2,0,0,0,0,0,0,0,0,0,0
"3904",0,0,2,8.5,1,5,1,4.5,2,9.18,3,12,4,17,0,0,3,12.57,5,16.06,5,22.845,4,13.54,2,9,2,8.16,6,16.62,0,0,1,4.5,2,5.04,2,5.5,0,0
"3909",7,23.12,11,36.18,5,24.74,6,15.5,14,50.09,13,55.74,16,59.12,14,49.37,9,27.18,11,63.01,10,28.12,11,36,2,5.7,8,38.25,1,4,13,49.575,11,41.69,13,45.59,16,62.3,3,12.75
"3910",8,24.016,16,68.21,7,21.6,13,42.76,10,34.43,10,38.46,20,83.26,23,84.67,6,18.3,11,48.5,19,74.829,11,33.89,14,64,12,46.26,18,67.86,8,39.2,23,88,25,101.6,19,80.4,3,14.03
"3911",0,0,2,4.6,6,31.5,1,7,1,3,3,17.75,1,5,2,15,2,7.9,1,2.4,8,47.1,2,10.72,2,9.75,3,14.92,5,31.1,6,28,8,41.76,1,5,1,5,0,0
"3912",7,17.56,15,61.66,6,20.27,10,44.6,9,35.94,8,25.12,7,33.23,8,42.72,9,35.5,6,28.2,7,31.14,14,55.65,2,5.15,13,60.95,6,36.68,7,31.5,13,66.46,10,36.995,11,50.6,1,3
"3913",2,4.6,5,17.94,3,9.1,2,3.2,1,10,1,4.75,3,13.52,4,23.94,4,15,1,6,6,25.6,3,8.5,3,8,2,8.05,4,17,1,6,3,12,3,20,1,4,0,0
"3915",3,6,8,25.96,18,81.78,7,21.64,6,27.84,5,14.5,2,22.5,3,16,5,37.5,4,16,9,32.14,8,29.2,1,5,9,28.5,7,27.12,2,8,9,40.93,11,27.7,5,15.2,2,11
"3916",0,0,2,11.5,1,2.4,0,0,1,5,0,0,3,17,0,0,1,5,3,16,1,3.64,0,0,1,4,0,0,2,8,1,5.5,3,13,2,9.5,1,2,0,0
"3918",4,13.5,3,9.4,3,9.25,4,13.46,1,1.92,2,7.23,1,5,3,14.77,2,8.5,1,3,7,40.5,3,14,1,5,7,31.1,3,13,0,0,4,15.25,2,7,2,8.1,0,0
"3919",4,8.4,2,6.4,2,6.715,4,11.19,4,15.5,2,5.94,3,13.8,0,0,0,0,0,0,2,4.5,2,14.5,3,8.13,3,8.5,4,16,6,22.7,2,8.5,3,7.44,6,18,0,0
"3921",0,0,0,0,0,0,0,0,1,1.52,0,0,0,0,0,0,0,0,0,0,1,1.56,1,2,0,0,0,0,1,0.8,0,0,1,2.205,0,0,0,0,0,0
"3922",8,20.8,3,8.5,8,23.7,17,57.6,13,44.013,11,35.85,12,44.195,14,58.24,14,49.5,19,90.91,9,26.333,17,59.5,7,24.5,5,21.16,11,43.21,11,37.08,12,43.66,7,22.115,7,25.59,3,13.5
"3923",0,0,1,3.04,1,4.5,4,17,2,6.5,1,3.29,2,4.145,2,5.5,0,0,3,12.27,2,8.23,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3925",6,18.5,3,6,1,1.6,3,9.71,3,11.5,3,8.9,4,14.185,5,19.93,5,18.79,6,20,2,8.5,1,5,8,28.23,4,16.25,2,8.08,2,8,1,3.85,3,8.5,3,11.06,0,0
"3926",2,12.1,2,8.2,3,6.2,4,12.84,2,7.8,0,0,5,28.2,2,14,2,7,3,13,4,33,4,11.47,2,7,1,2.5,2,7.199,1,3.825,2,13.8,2,15,2,9,0,0
"3927",0,0,0,0,0,0,2,4.5,1,4,0,0,1,3,0,0,3,12.2,0,0,2,29.65,1,4,1,5,0,0,0,0,2,9,1,4,5,18,2,8,0,0
"3928",0,0,0,0,0,0,0,0,1,1.44,1,12.5,0,0,2,18,0,0,0,0,0,0,2,5.6,2,30,0,0,1,25,1,3.5,0,0,1,5,0,0,0,0
"3929",2,5.94,1,4.9,1,5.1,0,0,1,1.5,0,0,1,8,1,10.31,0,0,1,3,0,0,6,29.335,1,3,4,11.95,1,5,1,13.5,0,0,1,9.81,0,0,1,3
"3930",6,29.3,10,51.5,11,40.9,13,44.964,5,20.52,6,24.5,5,14.9,8,48.06,5,21.83,9,35.5,7,35.645,10,35.25,5,18.69,15,71.09,9,45.19,9,41.92,5,21.12,7,26,7,31.5,2,11
"3931",7,26.32,11,25.4,15,48.31,18,43.595,7,23.13,9,25.14,5,14.15,12,40.232,14,58.4,15,61.5,21,67.045,11,45.12,12,41.55,15,60.12,11,51.4,19,63.73,17,70.565,13,68.25,12,45.41,1,15
"3933",0,0,0,0,1,5.06,2,6.6,1,5,0,0,2,39,2,24,1,5,0,0,1,10,1,7,2,13,0,0,1,9.2,1,12.5,1,5.1,0,0,1,5.5,0,0
"3934",13,30.8,7,24.15,12,43.36,18,63.464,9,34.64,6,23,11,45.7,17,45.504,6,20.04,20,62.25,17,54.635,9,38.33,5,17.91,9,29.83,12,51,7,30.71,7,31.55,6,24.44,7,28.45,1,4.5
"3936",6,15.29,8,23.455,7,30.16,8,27.03,12,42.84,8,25.524,4,17,5,21.58,9,31.915,7,32.1,5,16,11,62.71,11,46.17,6,22.27,7,32.56,4,16,3,9,2,7,6,19.75,2,11.06
"3937",1,3.2,1,5,1,4,1,5,1,11,1,3,1,10,0,0,1,0.8,0,0,2,7,2,8.42,3,11.12,1,4.5,2,8,2,13,2,7.4,0,0,2,10,0,0
"3938",3,7.2,3,9,1,4,1,1.6,1,4,2,8.04,3,10.5,2,9.6,2,8.68,2,5,3,15,4,16.5,1,1.5,3,8,1,2,1,2,4,10,4,14,3,7.06,0,0
"3939",13,32,11,39.02,15,45.275,6,31.28,17,59.95,5,15,8,28.45,9,29.77,12,40.4,6,18.5,10,39.435,23,60.42,13,36.62,11,49.17,2,7,9,31.88,17,68.45,10,44.77,7,33.25,1,3.41
"3940",2,3.11,3,10.055,1,3.5,3,13.81,3,13.1,2,8,1,3,2,7,1,5,1,1.5,4,14,3,12.5,1,3,6,17.1,3,8.5,2,6.25,4,13,1,3,1,5,0,0
"3941",13,50.34,4,9.96,4,8.65,8,27.01,12,49.59,7,27,3,8.5,6,23.8,12,49.8,7,24.18,5,19.41,8,31.81,6,19.06,10,33.225,14,52.87,6,27,5,21.5,4,11.5,10,38,1,3
"3942",2,3.56,3,7.2,2,7,1,5,1,3,0,0,4,14.74,1,2.5,4,20,2,6,2,10,1,5,4,18.25,3,11.12,5,17,1,6,2,5.5,2,8,0,0,0,0
"3943",0,0,3,9.5,1,3,1,1.56,1,5.28,1,2.5,0,0,0,0,0,0,3,9.53,3,15.14,2,7,4,10,3,11,4,24.44,1,2.25,4,15.17,1,25,0,0,0,0
"3944",0,0,0,0,3,18.5,1,5,1,5,1,5,0,0,0,0,0,0,2,5.75,0,0,1,12.47,1,4,1,10,1,2.75,1,2,1,8,0,0,2,10,0,0
"3945",1,4.56,1,3.5,4,17.9,1,10,2,7.5,3,11.5,1,5,1,5,2,11.5,0,0,1,4.5,2,8,1,3.5,1,3,1,4.6,1,3,0,0,1,0.75,3,11.298,0,0
"3946",0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,1,1.5,2,8.5,0,0,0,0,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0
"3950",0,0,2,8.9,11,43.07,1,23.04,6,37.905,8,32.47,2,7,3,9.962,1,4.5,5,29,5,16.85,2,3.6,2,7.5,3,12.078,4,15.5,6,32,3,13.48,4,17,4,12,1,5
"3951",0,0,1,2,0,0,1,2,2,7.578,3,12.27,2,4.25,0,0,1,5,2,14.886,1,4.5,3,10.5,1,4.5,2,8.5,1,3,0,0,0,0,3,9.75,2,7,0,0
"3953",1,2.4,6,22.84,2,23.4,6,17.73,15,73.78,13,48.954,3,43.25,10,53.88,5,69.278,5,31.5,7,68.315,1,2,1,3,3,13.5,6,23.67,5,22.68,10,63.73,5,20,1,7,0,0
"3954",0,0,0,0,0,0,0,0,0,0,1,3,3,12,1,4.5,0,0,1,4.5,1,4,1,15,0,0,0,0,0,0,1,5,0,0,0,0,2,9.25,0,0
"3956",2,7.5,3,5.26,10,30.705,7,22.89,10,41.978,8,27.87,3,11.29,3,9,2,11,3,13,5,18.405,5,24.5,9,30.2,4,17.81,2,7,3,7.84,5,17.16,11,40.955,6,21.38,0,0
"3957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,9,0,0,3,13.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.5,0,0
"3958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3959",2,4.14,1,3,5,16.37,1,4.56,3,11.5,3,14.42,1,4.5,1,0.57,1,2.4,1,3.24,4,12,1,1,1,4,2,7,0,0,3,10.5,6,19,2,8.5,6,20.09,1,3
"3960",2,7.25,2,6.5,5,17.1,2,9.1,4,11,3,9.578,3,12,5,19.6,8,23.5,3,11,0,0,0,0,1,3,5,17,6,21.5,4,13.5,3,31,4,8.25,5,19,1,3
"3962",1,3,2,7.8,0,0,4,13.5,2,4.5,3,9.75,0,0,1,3.25,2,8,2,7,1,1.82,3,10.18,1,3,0,0,2,9,3,9.31,4,9.195,0,0,9,30.5,0,0
"3964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,3.12,0,0,0,0,0,0,0,0,0,0,1,4,0,0
"3965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,1,3,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0
"3966",3,6.18,1,3.2,0,0,0,0,3,9.5,2,9.23,4,12.645,1,4.5,0,0,0,0,0,0,1,2,0,0,0,0,2,8.985,0,0,2,6.68,0,0,0,0,0,0
"3967",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,17,0,0,0,0
